Year,Company,Returns,Benchmark,Overtaking,Min Predict Return,Mean Predict Return,Max Predict Return
2017.0,ANSS,0.5810390867741276,0.1738375893040539,1.0,0.026007755,0.2606038215,0.4891943
2017.0,AVGO,0.4405068922943712,0.1738375893040539,1.0,0.044722717,0.5575971257000001,1.0115561
2017.0,BIIB,0.0920778055463929,0.1738375893040539,0.0,0.8215145,2.20461867,4.5938406
2017.0,CERN,0.3641699859937294,0.1738375893040539,1.0,0.13616844,0.41102638599999997,0.7313881
2017.0,CHTR,0.1756307672986789,0.1738375893040539,1.0,-0.19406824,0.42252806849999996,1.0066535
2017.0,GOOG,0.3310606315873814,0.1738375893040539,1.0,0.120409735,0.41317517649999996,0.6627799
2017.0,ILMN,0.6662090853151644,0.1738375893040539,1.0,0.71379054,1.0197933110000001,1.216739
2017.0,LULU,0.1756170251569161,0.1738375893040539,1.0,0.15613195,0.7898016949999999,1.3421612
2017.0,MELI,0.9541671550925755,0.1738375893040539,1.0,0.05457773,0.499458969,1.2425855
2017.0,MNST,0.3897672297575196,0.1738375893040539,1.0,0.100117184,1.2062952104,2.1992245
2017.0,NVDA,0.8968728158792519,0.1738375893040539,1.0,0.07855421,0.447400785,0.81427336
2017.0,ORLY,-0.14343712337982,0.1738375893040539,0.0,0.054127797,0.2532211842,0.5425697
2017.0,ROST,0.2231367055853772,0.1738375893040539,1.0,0.05347485,0.554362068,1.0996307
2017.0,WBA,-0.1246383371745471,0.1738375893040539,0.0,0.11303144,0.3987147,0.80195355
